Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
scenario420,1,0,0.2,60,3,0,100,20,0,20,60,-30,0
scenario421,0,80,0.8,0,2,20,80,80,0,60,100,-90,2
scenario422,2,40,0.4,20,2,100,80,100,2,100,60,-30,0
scenario423,0,40,0.2,0,2,100,20,40,2,100,20,90,2
scenario424,0,20,0.4,20,2,40,40,20,0,0,100,90,2
scenario425,2,0,0.4,100,1,60,60,40,1,40,20,90,1
scenario426,1,100,0.1,60,1,20,100,20,1,0,80,-60,2
scenario427,2,40,0.8,40,2,0,60,40,2,40,40,60,0
scenario428,0,80,1,40,3,20,20,20,0,20,60,-60,1
scenario429,1,80,0.2,100,2,40,80,60,2,20,40,60,0
scenario430,0,20,0.6,60,3,80,40,80,0,100,0,0,1
scenario431,0,40,1,100,2,0,100,100,2,20,60,-30,2
scenario432,2,0,0.1,40,0,80,20,0,2,40,0,90,1
scenario433,0,20,0.2,20,1,60,80,0,1,40,0,-90,2
scenario434,1,60,0.4,100,3,20,100,0,1,100,0,-60,0
scenario435,1,100,1,20,3,40,20,80,1,80,100,90,0
scenario436,0,0,1,80,2,0,80,80,2,20,20,30,2
scenario437,0,100,0.8,20,2,20,40,20,0,60,100,-60,2
scenario438,2,80,0.8,60,3,20,100,60,0,80,80,-60,1
scenario439,1,20,0.6,80,2,40,80,100,2,20,40,-90,0
scenario440,0,100,0.4,60,1,60,80,60,1,0,20,60,2
scenario441,2,20,0.8,0,1,0,0,40,1,80,60,-90,1
scenario442,2,20,0.4,80,0,80,40,100,2,100,0,-90,1
scenario443,2,80,0.4,60,2,100,0,40,2,80,60,-90,0
scenario444,2,20,0.8,40,3,0,40,40,0,40,60,90,1
scenario445,1,100,0.1,0,3,40,60,60,1,0,80,-30,0
scenario446,0,80,1,80,2,0,40,80,0,100,40,-30,2
scenario447,1,40,0.2,40,2,0,40,0,2,0,20,-30,0
scenario448,0,60,0.4,60,1,80,80,20,1,0,100,-90,2
scenario449,0,0,0.2,40,2,80,60,60,2,0,100,0,2
scenario450,2,0,0.1,100,2,80,20,0,2,80,0,-90,0
scenario451,1,0,0.8,100,3,100,100,0,0,80,60,60,0
scenario452,0,80,0.2,20,2,20,100,80,2,80,20,-30,2
scenario453,0,80,0.6,20,2,40,40,80,0,0,0,60,2
scenario454,0,100,0.1,80,2,100,80,60,2,0,60,-30,2
scenario455,1,0,1,20,3,100,0,20,1,40,20,0,0
scenario456,0,40,0.6,60,2,60,20,40,0,20,40,60,2
scenario457,2,60,0.6,80,3,20,0,80,0,60,0,-60,1
scenario458,2,60,0.1,0,1,80,40,0,1,100,80,90,1
scenario459,0,0,0.4,40,3,40,100,40,0,20,80,0,1
scenario460,0,100,0.6,100,2,80,40,100,0,80,20,-30,2
scenario461,2,80,0.1,0,1,40,20,0,1,20,40,-60,1
scenario462,0,80,0.6,80,3,20,40,100,0,60,60,90,1
scenario463,2,0,1,80,2,0,100,100,2,60,40,60,0
scenario464,1,40,0.8,100,1,100,60,20,1,100,20,30,2
scenario465,1,20,1,100,2,100,80,20,2,80,0,90,0
scenario466,1,40,0.1,80,3,20,40,20,0,20,60,90,0
scenario467,2,80,1,40,1,100,100,80,1,0,80,-60,1
scenario468,0,40,0.6,20,1,0,80,60,1,40,100,0,2
scenario469,0,20,0.2,20,2,20,0,0,0,80,0,-90,2
scenario470,0,0,0.1,80,1,0,0,100,1,0,100,-30,2
scenario471,2,60,0.8,0,0,20,60,100,2,60,0,90,1
scenario472,2,80,0.1,100,2,40,80,60,2,60,100,0,0
scenario473,2,60,0.4,40,3,0,100,40,0,0,100,-90,1
scenario474,0,0,0.8,40,2,80,20,60,2,0,80,90,2
scenario475,1,100,0.4,100,3,40,0,40,1,0,100,30,0
scenario476,0,0,0.2,40,3,20,0,40,0,60,80,-30,1
scenario477,1,0,0.8,80,2,100,100,60,2,20,40,60,0
scenario478,0,60,0.4,60,1,100,60,0,1,0,40,-30,2
scenario479,2,80,0.1,0,0,60,40,80,2,20,20,-60,1
scenario480,1,60,0.4,40,3,80,60,20,1,40,60,60,0
scenario481,2,20,1,60,2,60,20,20,2,40,100,90,0
scenario482,1,20,0.2,60,3,60,100,40,1,60,80,-60,0
scenario483,0,60,0.2,0,2,20,0,60,0,40,0,90,2
scenario484,0,100,0.4,0,2,0,60,0,0,0,0,30,2
scenario485,0,100,0.1,60,3,80,60,100,0,100,80,60,1
scenario486,1,40,0.6,80,3,60,0,60,0,100,0,-60,0
scenario487,2,60,0.8,20,0,20,20,80,2,60,100,-60,1
scenario488,0,80,0.4,0,1,100,80,0,1,60,20,-90,2
scenario489,2,80,0.6,20,3,60,80,80,0,0,40,-60,1
scenario490,1,0,0.1,20,2,100,40,80,2,40,60,60,0
scenario491,1,40,0.8,80,2,40,20,60,2,20,40,60,0
scenario492,1,80,0.6,40,1,40,60,20,1,40,0,-90,2
scenario493,2,100,0.8,40,1,0,20,40,1,20,40,-90,1
scenario494,0,100,0.4,0,2,0,20,0,2,0,100,60,2
scenario495,2,0,0.8,60,2,60,100,80,2,60,100,-90,0
scenario496,1,60,1,80,1,0,0,60,1,40,60,-30,2
scenario497,0,100,0.4,100,2,100,100,40,0,60,100,-30,2
scenario498,0,80,0.1,40,3,40,60,20,0,20,20,-60,1
scenario499,2,100,0.4,60,1,100,100,60,1,0,60,-60,1
scenario500,2,0,0.4,0,2,80,40,20,2,100,60,60,0
scenario501,2,40,0.2,80,0,80,40,100,2,60,20,-60,1
scenario502,1,20,0.4,80,3,20,60,60,0,60,40,-30,0
scenario503,0,60,0.8,40,1,100,0,20,1,40,20,-60,2
scenario504,0,40,0.1,100,2,20,40,20,2,20,60,-30,2
scenario505,0,20,0.8,60,2,80,40,60,0,0,0,30,2
scenario506,0,60,0.1,20,3,100,60,100,0,100,20,60,1
scenario507,1,40,0.8,80,3,20,0,60,1,0,80,0,0
scenario508,0,20,0.2,40,2,40,60,100,2,20,80,30,2
scenario509,1,20,0.8,0,3,60,100,100,0,60,40,90,0
scenario510,1,40,0.1,100,3,40,60,20,0,100,60,-90,0
scenario511,2,60,1,100,1,20,40,60,1,0,20,90,1
scenario512,0,100,1,40,1,40,40,0,1,40,100,-90,2
scenario513,1,20,0.6,0,3,100,20,20,1,100,60,60,0
scenario514,2,40,1,80,3,80,60,100,0,80,20,-30,1
scenario515,1,0,0.6,100,2,80,80,20,2,20,0,60,0
scenario516,2,60,0.2,40,3,40,80,80,0,60,40,0,1
scenario517,0,40,0.4,100,2,60,80,60,0,80,0,-90,2
scenario518,0,0,0.2,60,2,0,20,40,2,80,80,-90,2
scenario519,2,80,0.2,80,0,60,40,0,2,0,20,60,1
scenario520,2,60,0.6,80,2,40,100,100,2,100,100,30,0
scenario521,1,0,0.6,60,3,100,60,0,1,0,80,0,0
scenario522,2,40,0.1,40,1,60,20,40,1,20,60,90,1
scenario523,1,80,0.4,20,3,60,20,40,0,80,100,0,0
scenario524,2,60,0.2,60,0,80,100,0,2,20,40,-30,1
scenario525,0,20,1,60,3,0,40,80,0,60,40,0,1
scenario526,2,20,1,0,1,60,80,80,1,0,20,-60,1
scenario527,0,40,0.8,60,2,80,20,20,2,40,20,90,2
scenario528,2,80,0.6,40,0,100,0,80,2,100,100,30,1
scenario529,0,100,0.6,40,2,40,100,40,0,80,80,-30,2
scenario530,0,0,0.8,20,3,100,20,100,0,40,100,0,1
scenario531,2,40,0.1,80,2,0,20,40,2,100,100,30,0
scenario532,2,0,0.4,100,0,20,20,80,2,100,60,0,1
scenario533,1,40,0.8,20,1,100,20,20,1,40,20,-90,2
scenario534,0,60,0.6,100,2,0,0,60,2,100,40,-90,2
scenario535,2,100,0.4,60,0,20,100,20,2,60,40,-60,1
scenario536,0,100,1,20,2,20,100,100,0,80,0,60,2
scenario537,0,100,0.2,100,1,60,80,60,1,0,20,90,2
scenario538,2,60,1,60,1,80,80,100,1,60,40,0,1
scenario539,0,0,0.4,80,2,60,80,80,0,60,20,90,2
scenario540,2,80,0.2,20,1,60,80,0,1,60,80,-60,1
scenario541,1,80,0.8,0,2,80,100,100,2,60,80,-60,0
scenario542,1,100,0.6,100,3,40,0,20,1,0,0,60,0
scenario543,0,60,0.8,0,1,100,20,0,1,100,20,90,2
scenario544,0,80,0.1,0,3,60,20,0,0,100,100,-60,1
scenario545,0,0,0.8,100,2,80,0,0,2,20,100,-60,2
scenario546,1,40,0.6,20,2,40,20,0,2,0,20,0,0
scenario547,2,60,0.4,0,1,60,40,0,1,80,60,60,1
scenario548,1,60,1,40,3,80,60,40,0,20,80,30,0
scenario549,1,80,1,60,3,40,100,80,0,20,100,-30,0
scenario550,2,60,1,0,0,80,40,60,2,40,60,0,1
scenario551,0,0,0.4,60,2,100,60,40,0,40,0,-30,2
scenario552,2,0,1,100,2,80,40,80,2,60,80,30,0
scenario553,1,60,0.1,0,3,100,80,80,1,20,0,-90,0
scenario554,2,40,0.8,80,2,60,0,60,2,0,40,60,0
scenario555,1,100,1,0,2,0,60,0,2,80,60,-60,0
scenario556,0,0,0.4,40,2,20,0,60,2,100,60,-60,2
scenario557,1,40,0.8,40,3,40,60,20,1,0,40,0,0
scenario558,0,40,0.4,100,3,80,100,40,0,20,80,-30,1
scenario559,2,100,0.4,60,3,60,80,20,0,100,60,30,1
scenario560,0,100,0.8,20,1,80,100,0,1,60,20,30,2
scenario561,0,0,0.8,0,1,60,80,100,1,60,20,90,2
scenario562,2,60,0.6,0,3,20,0,60,0,40,0,60,1
scenario563,1,100,1,20,1,40,40,20,1,80,0,30,2
scenario564,0,40,0.4,80,1,80,60,60,1,80,100,-90,2
scenario565,0,0,0.4,100,3,100,80,20,0,60,40,-30,1
scenario566,2,40,0.6,60,1,20,40,60,1,80,80,-90,1
scenario567,0,20,0.8,0,2,20,40,40,0,0,0,-30,2
scenario568,1,100,0.2,0,1,80,20,100,1,40,100,30,2
scenario569,2,80,0.6,60,3,60,40,60,0,20,60,-30,1
scenario570,1,80,0.8,20,3,60,100,20,1,0,100,90,0
scenario571,1,100,0.1,20,2,40,20,20,2,0,20,90,0
scenario572,1,0,0.8,0,3,80,0,0,1,60,20,-60,0
scenario573,0,60,0.2,80,3,20,0,40,0,80,20,-90,1
scenario574,2,80,0.2,40,2,60,100,60,2,60,100,0,0
scenario575,2,80,1,80,3,100,0,100,0,20,40,-60,1
scenario576,1,60,1,0,3,60,20,80,0,80,80,60,0
scenario577,2,0,0.4,60,0,40,60,100,2,0,20,0,1
scenario578,0,40,0.6,80,2,0,0,40,2,100,100,60,2
scenario579,2,20,1,60,2,100,80,60,2,100,40,-60,0
scenario580,2,20,0.2,100,3,80,100,0,0,40,0,30,1
scenario581,2,60,0.6,0,2,40,100,40,2,60,60,30,0
scenario582,0,80,0.4,100,2,80,0,20,0,60,20,60,2
scenario583,0,100,1,100,1,80,20,0,1,100,0,60,2
scenario584,1,60,0.6,20,3,60,80,60,0,80,60,30,0
scenario585,0,100,0.4,20,3,20,40,60,0,40,80,-60,1
scenario586,0,20,0.6,0,1,40,40,0,1,40,60,30,2
scenario587,1,0,1,40,3,40,80,20,0,60,100,-30,0
scenario588,1,60,0.1,40,3,60,60,100,0,0,100,90,0
scenario589,0,40,0.8,80,2,100,0,100,2,20,80,90,2
scenario590,0,40,0.4,40,1,80,80,40,1,40,20,0,2
scenario591,2,40,0.1,20,0,0,100,20,2,40,40,60,1
scenario592,2,40,0.8,80,1,100,60,20,1,20,0,-30,1
scenario593,1,20,0.2,60,2,20,80,0,2,100,0,0,0
scenario594,0,80,0.4,40,2,0,100,60,2,100,100,60,2
scenario595,1,0,0.4,60,3,0,60,20,0,20,100,0,0
scenario596,0,100,0.8,60,2,40,20,80,0,80,80,60,2
scenario597,0,80,0.8,40,2,100,100,100,2,100,60,30,2
scenario598,2,100,0.6,100,3,40,80,60,0,80,20,-30,1
scenario599,0,0,0.4,80,3,60,80,60,0,20,20,-30,1
scenario600,1,20,0.8,100,1,60,100,100,1,60,40,-30,2
scenario601,2,40,0.2,40,2,20,100,100,2,20,0,-60,0
scenario602,0,80,0.6,100,2,0,100,0,2,40,80,-60,2
scenario603,2,100,0.2,0,1,80,40,80,1,80,60,0,1
scenario604,0,0,0.4,60,3,40,60,0,0,100,40,-90,1
scenario605,1,0,0.4,60,3,100,80,40,1,0,20,-90,0
scenario606,1,80,0.4,60,3,40,20,0,1,80,100,90,0
scenario607,0,20,0.1,40,2,60,20,20,0,80,60,90,2
scenario608,2,80,0.1,40,2,20,100,100,2,60,0,60,0
scenario609,1,40,1,80,3,80,60,100,0,0,100,30,0
scenario610,0,60,0.1,40,3,60,20,40,0,100,20,-30,1
scenario611,2,60,1,100,0,0,60,60,2,20,80,-60,1
scenario612,0,80,0.2,0,2,80,60,40,0,60,100,90,2
scenario613,1,60,0.8,0,3,20,0,60,0,80,40,60,0
scenario614,2,100,1,100,0,20,60,40,2,40,0,60,1
scenario615,1,100,0.1,80,3,0,80,60,1,0,80,-30,0
scenario616,0,20,1,60,2,80,60,0,2,100,80,60,2
scenario617,0,100,0.8,80,2,80,80,20,2,40,60,60,2
scenario618,0,80,0.6,60,2,40,100,20,0,100,100,-60,2
scenario619,1,60,0.8,60,3,60,80,60,1,0,40,-30,0
scenario620,0,20,0.2,100,1,40,20,80,1,40,40,60,2
scenario621,2,20,0.4,20,2,0,40,40,2,40,80,30,0
scenario622,1,40,1,60,3,100,20,60,0,0,80,90,0
scenario623,0,40,0.1,40,1,0,0,40,1,20,60,-30,2
scenario624,2,60,0.4,0,3,100,0,60,0,20,40,0,1
scenario625,0,40,0.2,60,2,40,100,100,0,80,60,-30,2
scenario626,1,40,0.1,20,3,60,0,60,1,60,100,30,0
scenario627,1,0,1,40,3,0,60,0,0,60,0,0,0
scenario628,2,20,0.1,80,0,40,100,60,2,80,100,90,1
scenario629,0,80,0.4,60,2,40,0,60,2,80,0,90,2
scenario630,1,40,0.6,60,1,20,20,0,1,100,100,90,2
scenario631,1,40,1,40,3,80,60,40,1,80,40,-60,0
scenario632,0,20,0.8,40,3,60,40,80,0,20,100,0,1
scenario633,2,0,0.6,60,0,40,80,80,2,40,60,-90,1
scenario634,2,60,0.4,20,1,100,100,0,1,100,40,60,1
scenario635,0,80,0.8,40,1,40,0,60,1,40,80,60,2
scenario636,2,80,0.8,80,2,60,100,20,2,20,0,30,0
scenario637,0,0,1,0,1,80,80,40,1,80,60,-30,2
scenario638,0,60,0.8,100,2,20,60,80,0,0,0,-60,2
scenario639,2,80,0.1,80,3,40,100,20,0,20,80,60,1
scenario640,2,0,0.1,60,3,20,0,0,0,0,80,-90,1
scenario641,0,100,1,80,3,0,100,40,0,20,100,90,1
scenario642,1,0,0.4,20,3,100,20,0,1,0,40,30,0
scenario643,1,20,0.4,0,3,40,20,100,0,40,40,90,0
scenario644,0,0,0.8,60,2,80,60,100,0,60,20,30,2
scenario645,1,100,0.2,80,3,0,40,60,0,60,20,60,0
scenario646,2,100,0.6,80,2,80,40,20,2,0,0,0,0
scenario647,1,40,0.8,0,3,100,60,100,1,20,60,60,0
scenario648,2,80,0.1,60,0,0,60,100,2,40,40,0,1
