Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
scenario420,2,80,0.4,20,3,0,60,80,0,0,60,90,1
scenario421,2,80,1,20,3,20,60,100,0,100,80,60,1
scenario422,0,100,0.8,0,1,100,0,20,1,0,80,-90,2
scenario423,1,80,0.1,0,2,20,80,20,2,20,100,-60,0
scenario424,2,40,0.4,0,1,0,0,60,1,80,80,30,1
scenario425,1,40,0.2,20,1,20,20,100,1,0,0,0,2
scenario426,1,80,1,20,1,40,100,80,1,20,100,60,2
scenario427,2,40,0.8,0,2,100,100,20,2,60,0,-30,0
scenario428,1,20,0.8,0,1,20,40,60,1,60,100,-60,2
scenario429,2,100,1,60,2,60,80,100,2,60,40,-90,0
scenario430,2,80,0.1,100,2,40,20,20,2,80,80,60,0
scenario431,1,80,0.4,60,1,100,100,20,1,0,100,-90,2
scenario432,2,60,0.6,40,3,0,20,20,0,100,80,90,1
scenario433,0,40,0.8,20,3,0,60,40,0,40,60,-60,1
scenario434,1,60,0.6,40,3,100,20,0,0,20,40,30,0
scenario435,1,0,0.1,60,1,100,80,60,1,100,40,-30,2
scenario436,1,80,0.1,0,3,60,40,100,1,20,0,30,0
scenario437,1,60,0.4,100,1,60,0,60,1,80,0,60,2
scenario438,0,60,0.4,40,3,20,80,100,0,20,60,-60,1
scenario439,0,20,0.2,80,2,40,0,60,2,0,60,-60,2
scenario440,0,40,1,20,3,20,100,60,0,60,60,30,1
scenario441,1,80,0.8,20,1,40,100,0,1,100,0,60,2
scenario442,0,40,0.4,0,3,40,20,20,0,60,60,-90,1
scenario443,1,0,0.8,0,2,100,80,60,2,100,80,-60,0
scenario444,1,0,0.4,80,1,20,40,80,1,80,60,30,2
scenario445,2,20,1,20,2,20,60,40,2,100,80,-90,0
scenario446,1,20,1,80,1,0,60,0,1,40,100,30,2
scenario447,2,80,0.2,0,2,60,0,60,2,80,100,-90,0
scenario448,2,80,0.6,40,2,100,100,60,2,40,80,30,0
scenario449,1,60,1,100,1,40,100,80,1,60,20,-60,2
scenario450,2,0,0.6,40,2,40,20,100,2,100,100,-30,0
scenario451,1,20,0.1,60,3,0,60,80,1,40,80,-90,0
scenario452,1,40,0.4,80,2,20,0,100,2,20,60,30,0
scenario453,1,100,1,20,1,60,100,0,1,0,80,-90,2
scenario454,1,100,0.4,80,1,0,0,0,1,100,40,-60,2
scenario455,0,80,0.1,40,3,0,60,40,0,100,100,-90,1
scenario456,1,40,1,100,1,80,20,100,1,0,0,0,2
scenario457,0,40,0.2,40,2,20,60,40,2,100,100,0,2
scenario458,0,80,0.6,60,2,60,60,0,0,80,100,-60,2
scenario459,2,0,0.2,60,2,0,60,100,2,20,20,-60,0
scenario460,2,60,0.6,40,2,60,60,60,2,100,0,-60,0
scenario461,1,40,1,40,1,60,40,80,1,60,60,-90,2
scenario462,0,20,0.6,40,2,100,20,40,2,80,40,-90,2
scenario463,0,80,0.6,80,1,60,60,80,1,0,60,-30,2
scenario464,0,20,0.6,20,1,100,40,0,1,100,100,90,2
scenario465,0,80,0.6,40,3,20,20,40,0,60,40,0,1
scenario466,2,80,0.1,20,3,40,0,40,0,60,100,-30,1
scenario467,0,40,0.6,60,3,40,80,60,0,60,0,-30,1
scenario468,1,0,0.1,80,1,100,40,80,1,0,40,60,2
scenario469,0,60,0.8,20,1,100,80,100,1,80,80,-90,2
scenario470,1,80,0.6,20,2,0,20,0,2,40,100,-60,0
scenario471,1,0,1,80,1,40,100,40,1,100,40,-30,2
scenario472,1,0,0.6,60,1,60,80,100,1,40,80,0,2
scenario473,2,20,0.6,40,3,60,60,60,0,60,40,-30,1
scenario474,1,80,0.2,100,3,0,40,0,0,40,0,30,0
scenario475,1,100,0.2,40,2,40,60,80,2,40,20,90,0
scenario476,0,60,1,40,1,100,80,100,1,60,20,90,2
scenario477,2,80,0.8,40,0,20,80,60,2,20,20,-30,1
scenario478,1,0,0.8,80,3,20,60,100,0,100,40,60,0
scenario479,1,20,0.4,40,2,80,40,0,2,100,60,0,0
scenario480,2,20,0.1,60,0,40,20,20,2,100,100,-90,1
scenario481,0,0,0.1,0,3,100,40,80,0,80,0,90,1
scenario482,0,0,0.2,20,3,100,60,80,0,80,20,-90,1
scenario483,0,0,1,60,2,20,0,20,2,100,60,-90,2
scenario484,1,0,0.4,20,1,100,40,80,1,100,20,60,2
scenario485,0,100,0.4,60,2,60,60,20,2,0,80,-30,2
scenario486,1,60,0.4,0,3,60,80,80,1,0,80,90,0
scenario487,1,20,0.4,40,1,0,100,0,1,80,40,-30,2
scenario488,1,60,0.6,40,1,20,0,60,1,60,60,30,2
scenario489,2,40,0.4,100,1,40,100,100,1,20,0,90,1
scenario490,1,20,0.6,80,1,40,100,100,1,80,0,60,2
scenario491,0,60,0.8,60,3,80,0,20,0,80,80,60,1
scenario492,2,80,1,20,2,80,100,100,2,80,100,-90,0
scenario493,0,40,0.6,100,2,40,20,60,0,40,0,-30,2
scenario494,0,60,0.1,80,2,100,20,20,2,0,0,30,2
scenario495,2,80,0.8,20,2,80,0,0,2,40,80,60,0
scenario496,2,0,0.6,0,3,20,80,0,0,60,40,30,1
scenario497,0,40,0.1,100,1,40,20,60,1,60,80,-30,2
scenario498,1,40,0.8,100,3,40,80,20,0,80,100,0,0
scenario499,0,60,0.8,60,2,0,60,80,0,60,0,30,2
scenario500,1,80,0.1,80,1,60,60,0,1,80,20,30,2
scenario501,2,60,1,20,2,60,100,60,2,80,0,-60,0
scenario502,0,80,0.8,40,2,40,100,100,0,80,80,0,2
scenario503,2,0,0.8,100,2,40,20,20,2,40,80,-90,0
scenario504,2,60,1,60,3,100,20,80,0,40,60,0,1
scenario505,0,100,0.6,40,1,60,60,80,1,0,60,60,2
scenario506,0,40,0.6,100,3,60,100,20,0,40,60,-90,1
scenario507,1,80,0.1,80,1,80,0,0,1,60,20,90,2
scenario508,0,100,0.8,0,1,100,80,20,1,40,40,-30,2
scenario509,1,80,0.1,100,2,60,80,80,2,20,80,-60,0
scenario510,2,60,0.1,80,0,80,80,20,2,40,20,0,1
scenario511,2,0,0.4,60,2,40,40,80,2,100,40,-90,0
scenario512,2,80,0.2,20,2,60,0,20,2,60,80,30,0
scenario513,1,100,0.2,80,1,20,60,0,1,80,60,60,2
scenario514,0,0,1,20,3,80,0,100,0,100,60,0,1
scenario515,2,80,0.4,100,2,20,100,20,2,80,20,-60,0
scenario516,2,20,0.6,40,2,40,0,20,2,60,60,-30,0
scenario517,0,60,0.1,80,3,80,20,0,0,40,80,0,1
scenario518,1,100,0.1,80,3,60,0,60,1,0,100,-30,0
scenario519,0,40,0.4,100,1,100,0,80,1,80,20,30,2
scenario520,0,60,1,100,3,0,0,0,0,40,0,-60,1
scenario521,1,80,0.4,40,2,40,80,0,2,40,40,90,0
scenario522,2,0,0.1,20,3,60,60,0,0,40,0,-90,1
scenario523,2,100,0.8,0,3,100,60,80,0,80,60,60,1
scenario524,1,40,0.4,100,3,100,100,80,1,0,40,90,0
scenario525,2,40,0.8,40,0,40,40,0,2,100,60,60,1
scenario526,0,80,0.4,0,1,20,100,0,1,0,20,-90,2
scenario527,0,40,1,60,3,20,60,60,0,80,20,0,1
scenario528,0,100,0.4,100,3,0,20,80,0,80,80,60,1
scenario529,1,80,1,40,1,40,0,60,1,0,40,0,2
scenario530,1,20,0.2,40,1,60,100,40,1,100,20,-60,2
scenario531,2,100,0.2,40,2,0,60,40,2,100,20,-60,0
scenario532,1,60,0.1,0,1,0,80,40,1,100,60,-60,2
scenario533,1,60,0.6,40,2,60,80,20,2,80,100,60,0
scenario534,0,100,0.6,20,3,80,80,80,0,0,60,-90,1
scenario535,1,100,0.1,100,3,40,100,60,0,0,40,60,0
scenario536,0,40,0.6,0,1,40,100,40,1,20,0,-60,2
scenario537,1,100,0.4,40,3,20,100,60,0,20,20,-90,0
scenario538,0,0,0.1,60,2,40,60,40,2,40,40,90,2
scenario539,1,20,0.8,0,3,0,40,100,0,0,40,-30,0
scenario540,2,100,0.1,20,2,60,40,80,2,100,60,-90,0
scenario541,0,0,0.1,80,3,100,40,60,0,20,100,60,1
scenario542,1,60,0.1,60,2,100,20,100,2,40,60,60,0
scenario543,1,40,0.4,80,1,80,60,20,1,0,60,90,2
scenario544,2,80,0.1,80,2,0,60,60,2,80,40,90,0
scenario545,2,40,0.4,100,2,20,60,20,2,40,0,60,0
scenario546,0,60,0.4,100,3,80,40,80,0,40,80,30,1
scenario547,0,20,0.1,80,2,80,40,40,0,20,40,-90,2
scenario548,2,80,0.8,60,0,100,100,60,2,60,40,90,1
scenario549,0,40,0.6,100,2,0,40,0,0,0,100,-60,2
scenario550,1,100,0.1,0,1,80,60,60,1,0,100,90,2
scenario551,2,60,1,60,2,40,20,100,2,60,80,-90,0
scenario552,1,20,0.8,60,2,80,80,80,2,20,40,0,0
scenario553,1,0,0.2,20,1,20,0,80,1,0,20,-30,2
scenario554,2,40,0.2,100,3,60,80,100,0,40,100,0,1
scenario555,2,40,0.1,0,3,20,40,20,0,100,40,30,1
scenario556,2,0,0.4,0,0,20,0,0,2,60,0,60,1
scenario557,0,40,0.8,80,3,0,20,20,0,100,0,60,1
scenario558,1,100,0.4,20,1,20,0,80,1,80,100,-90,2
scenario559,0,100,0.6,60,2,0,60,80,2,60,60,-60,2
scenario560,0,80,0.1,60,1,60,20,100,1,80,20,-30,2
scenario561,1,40,0.2,0,3,20,60,20,1,60,80,-90,0
scenario562,0,80,0.4,0,3,60,100,40,0,80,0,-90,1
scenario563,0,80,0.1,0,2,60,40,40,0,60,40,-30,2
scenario564,2,80,0.6,60,3,80,60,40,0,60,100,-60,1
scenario565,1,80,0.6,0,2,40,100,40,2,60,80,0,0
scenario566,0,60,0.2,100,1,0,20,40,1,0,40,0,2
scenario567,0,0,0.1,100,3,20,100,100,0,40,20,30,1
scenario568,0,40,0.2,80,3,100,20,60,0,60,20,-90,1
scenario569,1,60,0.8,0,3,100,100,40,1,100,100,90,0
scenario570,1,40,0.1,40,1,100,40,60,1,40,60,-90,2
scenario571,1,80,0.6,80,1,60,40,40,1,60,0,0,2
scenario572,0,100,0.4,100,1,100,100,0,1,100,40,30,2
scenario573,2,80,0.8,0,2,0,20,0,2,40,60,-60,0
scenario574,2,80,0.6,0,0,40,40,80,2,100,100,0,1
scenario575,2,60,1,20,2,60,100,0,2,40,40,-60,0
scenario576,0,40,0.6,80,3,40,60,60,0,100,0,30,1
scenario577,1,80,0.1,40,1,100,0,0,1,60,0,-90,2
scenario578,2,0,0.1,40,3,80,40,40,0,60,20,0,1
scenario579,1,20,0.1,20,3,80,60,80,1,40,40,30,0
scenario580,0,80,0.2,0,2,60,60,20,2,80,20,60,2
scenario581,0,80,1,80,2,60,0,60,0,100,20,-60,2
scenario582,2,40,0.4,20,2,100,100,0,2,100,80,60,0
scenario583,0,60,0.4,60,2,20,80,60,0,60,40,30,2
scenario584,1,60,0.4,20,1,100,80,100,1,0,100,-90,2
scenario585,0,20,0.4,80,3,60,40,60,0,20,60,-60,1
scenario586,1,80,0.1,40,1,0,60,0,1,100,20,0,2
scenario587,1,100,0.8,60,2,40,60,80,2,20,40,-60,0
scenario588,1,0,0.6,20,2,80,20,20,2,40,0,-90,0
scenario589,0,80,0.4,100,2,40,60,80,0,60,20,-90,2
scenario590,2,20,0.6,40,3,40,100,100,0,20,60,30,1
scenario591,2,20,0.2,0,3,100,60,100,0,20,0,30,1
scenario592,0,80,1,100,2,60,40,60,0,20,20,90,2
scenario593,2,20,1,0,3,60,40,0,0,40,100,-60,1
scenario594,2,100,0.1,100,1,60,60,60,1,20,20,-60,1
scenario595,0,20,0.1,20,3,20,100,0,0,60,0,-30,1
scenario596,2,80,0.2,0,2,60,40,0,2,20,0,30,0
scenario597,0,100,0.1,80,1,40,80,20,1,80,40,-60,2
scenario598,2,100,0.6,40,2,40,80,0,2,60,20,60,0
scenario599,2,80,0.6,80,2,100,80,40,2,60,0,60,0
scenario600,0,100,0.8,80,3,60,40,0,0,20,0,-90,1
scenario601,1,60,0.1,0,1,60,0,20,1,0,80,-90,2
scenario602,0,80,0.2,80,3,100,20,80,0,100,60,-90,1
scenario603,0,80,0.2,40,3,20,40,80,0,60,80,-90,1
scenario604,0,100,0.6,0,2,80,40,80,0,0,80,-90,2
scenario605,2,40,0.8,100,2,40,80,20,2,60,20,-60,0
scenario606,1,40,0.2,0,3,60,40,0,0,100,80,30,0
scenario607,2,80,0.8,40,2,0,0,40,2,100,100,30,0
scenario608,2,60,1,0,2,40,0,100,2,0,0,60,0
scenario609,2,100,0.8,60,0,60,40,0,2,100,40,-30,1
scenario610,2,20,0.6,60,2,100,40,60,2,20,0,0,0
scenario611,0,40,0.2,40,3,80,20,60,0,60,100,60,1
scenario612,1,100,0.4,60,2,20,20,0,2,20,80,-60,0
scenario613,1,80,0.8,20,1,40,60,40,1,80,100,30,2
scenario614,1,60,1,60,2,80,60,60,2,100,0,0,0
scenario615,1,20,0.1,80,1,60,0,40,1,20,0,-90,2
scenario616,0,80,0.2,20,2,40,80,0,0,0,80,-90,2
scenario617,2,60,0.2,60,3,0,60,60,0,0,40,0,1
scenario618,1,80,1,80,1,20,60,20,1,100,40,-90,2
scenario619,2,0,0.4,80,0,100,80,40,2,40,40,60,1
scenario620,2,20,0.1,60,3,100,20,80,0,60,40,-60,1
scenario621,0,80,0.1,100,3,100,40,60,0,20,40,-30,1
scenario622,0,40,0.6,80,1,20,20,60,1,60,80,-60,2
scenario623,1,100,1,60,3,60,100,20,0,0,20,90,0
scenario624,1,100,0.8,20,3,0,60,20,0,100,0,-60,0
scenario625,1,20,0.2,0,1,60,20,100,1,40,0,-60,2
scenario626,1,60,0.2,60,3,0,60,60,1,100,60,0,0
scenario627,1,80,1,60,2,40,0,60,2,100,100,0,0
scenario628,1,0,0.1,40,2,60,60,0,2,80,20,60,0
scenario629,0,0,0.6,20,2,80,80,100,0,0,20,0,2
scenario630,0,80,0.4,100,1,20,60,80,1,20,40,-90,2
scenario631,1,80,1,100,1,40,40,80,1,20,0,-30,2
scenario632,2,40,0.4,40,2,0,40,20,2,20,0,-30,0
scenario633,2,100,0.2,20,0,20,100,0,2,60,100,0,1
scenario634,2,80,0.6,20,2,20,60,20,2,40,60,0,0
scenario635,0,40,0.1,0,1,0,0,0,1,80,0,60,2
scenario636,1,20,0.4,20,3,100,80,0,0,60,0,30,0
scenario637,1,100,0.1,20,1,0,40,60,1,40,0,90,2
scenario638,1,60,0.6,20,3,60,20,0,1,40,80,-90,0
scenario639,2,60,1,100,3,100,0,20,0,80,60,60,1
scenario640,1,0,0.2,60,1,20,40,0,1,60,0,-60,2
scenario641,1,0,1,60,1,80,100,40,1,80,80,60,2
scenario642,2,80,0.1,80,2,40,80,100,2,20,100,0,0
scenario643,0,60,0.6,40,2,40,0,100,0,100,0,-60,2
scenario644,0,100,0.6,20,1,40,100,0,1,40,60,90,2
scenario645,0,60,0.4,80,2,80,40,100,2,60,100,90,2
scenario646,1,0,0.4,0,3,80,60,20,0,80,60,-30,0
scenario647,0,40,0.2,20,1,40,40,60,1,80,40,60,2
scenario648,1,20,0.1,0,1,80,20,60,1,80,0,-30,2
