Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
scenario453,0,0,0.1,80,2,60,100,0,2,60,60,2
scenario454,1,20,1,80,3,60,40,60,0,0,60,0
scenario455,2,40,1,100,3,20,100,100,0,100,0,1
scenario456,0,80,0.8,20,3,20,60,20,0,20,40,1
scenario457,2,100,0.6,0,0,0,0,100,2,100,60,1
scenario458,0,100,0.1,0,2,40,20,80,0,100,80,2
scenario459,1,80,0.2,20,1,80,100,40,1,40,100,2
scenario460,2,60,0.2,60,2,20,20,60,2,40,20,0
scenario461,0,40,0.6,80,1,40,40,40,1,80,100,2
scenario462,0,0,0.4,100,3,20,20,80,0,40,100,1
scenario463,1,100,0.4,80,3,40,40,60,1,20,0,0
scenario464,2,60,1,0,2,60,80,60,2,20,0,0
scenario465,1,100,0.2,60,2,100,80,60,2,60,100,0
scenario466,1,20,0.8,40,3,0,0,40,0,0,60,0
scenario467,0,20,0.4,20,1,60,40,20,1,0,40,2
scenario468,1,20,1,60,1,100,100,100,1,40,40,2
scenario469,1,80,0.8,80,2,80,20,20,2,0,60,0
scenario470,2,40,0.8,60,1,80,40,0,1,100,80,1
scenario471,0,20,0.6,100,2,100,100,80,2,60,0,2
scenario472,2,40,0.2,60,3,0,80,100,0,0,100,1
scenario473,2,40,0.6,60,2,80,80,0,2,20,20,0
scenario474,2,80,0.2,20,1,80,0,40,1,60,100,1
scenario475,0,80,0.1,80,2,20,100,0,0,80,20,2
scenario476,2,40,0.4,40,0,60,20,40,2,80,80,1
scenario477,1,60,0.1,0,3,80,80,40,1,80,40,0
scenario478,0,60,0.8,0,1,20,40,0,1,80,0,2
scenario479,2,40,0.8,0,0,80,80,60,2,20,40,1
scenario480,2,0,0.4,100,2,20,20,60,2,20,80,0
scenario481,0,60,1,60,3,0,80,60,0,100,60,1
scenario482,1,60,0.1,60,3,80,0,80,1,60,80,0
scenario483,0,60,0.6,0,2,40,100,20,0,40,40,2
scenario484,0,20,0.6,100,2,40,60,100,2,40,40,2
scenario485,0,0,0.1,40,2,40,60,80,2,60,60,2
scenario486,2,60,1,60,3,20,60,80,0,0,20,1
scenario487,2,20,1,0,1,20,0,80,1,60,20,1
scenario488,1,0,0.6,100,1,100,20,40,1,40,20,2
scenario489,0,0,1,60,3,100,40,40,0,20,40,1
scenario490,2,100,1,0,2,20,20,0,2,80,60,0
scenario491,2,60,0.2,20,0,40,60,60,2,20,40,1
scenario492,0,0,0.1,100,2,80,80,20,2,80,0,2
scenario493,2,60,1,100,1,60,80,0,1,60,80,1
scenario494,0,80,0.2,0,2,20,60,0,0,40,100,2
scenario495,2,100,0.1,60,2,80,0,20,2,20,100,0
scenario496,1,20,0.2,20,3,100,100,100,0,60,100,0
scenario497,0,40,0.1,100,2,60,40,80,0,100,0,2
scenario498,1,100,0.2,20,3,80,0,20,1,100,40,0
scenario499,0,20,0.2,60,2,20,60,40,0,80,20,2
scenario500,1,20,0.8,0,2,80,80,100,2,60,80,0
scenario501,1,100,1,20,3,40,20,80,0,0,80,0
scenario502,2,80,0.4,100,3,100,0,80,0,20,0,1
scenario503,0,100,0.1,80,1,20,0,60,1,0,20,2
scenario504,0,20,1,0,2,0,20,100,2,20,20,2
scenario505,0,20,0.1,40,3,60,60,0,0,60,40,1
scenario506,1,20,0.6,40,2,60,100,20,2,80,80,0
scenario507,0,0,0.2,40,2,40,60,60,2,40,80,2
scenario508,2,100,1,20,3,0,40,40,0,80,60,1
scenario509,1,100,0.4,80,3,60,40,20,0,100,20,0
scenario510,2,0,1,20,0,60,80,60,2,40,100,1
scenario511,0,20,0.8,0,2,20,100,60,2,0,0,2
scenario512,2,60,0.8,100,2,0,60,80,2,80,80,0
scenario513,2,60,0.6,60,1,100,80,0,1,20,0,1
scenario514,1,80,0.4,80,3,0,40,40,0,0,60,0
scenario515,0,100,0.6,0,1,0,40,20,1,80,0,2
scenario516,1,40,0.4,20,3,100,20,0,1,0,40,0
scenario517,2,0,0.4,60,3,40,100,40,0,20,40,1
scenario518,2,0,0.2,20,3,60,60,100,0,20,100,1
scenario519,0,40,0.6,100,3,20,100,80,0,60,80,1
scenario520,0,20,0.8,100,1,40,60,100,1,0,100,2
scenario521,1,80,0.6,60,3,20,20,100,0,20,0,0
scenario522,2,80,0.4,0,1,40,0,100,1,40,20,1
scenario523,1,0,0.4,20,3,100,80,20,1,60,100,0
scenario524,0,20,0.6,60,3,40,80,60,0,20,60,1
scenario525,2,20,0.1,20,1,40,0,20,1,100,40,1
scenario526,2,20,1,80,0,80,60,40,2,100,100,1
scenario527,0,40,0.6,80,2,40,100,80,2,20,20,2
scenario528,0,0,0.2,80,2,100,100,60,2,60,100,2
scenario529,1,40,0.2,40,2,40,20,0,2,60,100,0
scenario530,0,20,0.1,60,3,20,0,0,0,40,60,1
scenario531,2,40,0.8,80,2,80,20,0,2,100,0,0
scenario532,1,20,1,20,3,60,0,100,0,40,20,0
scenario533,0,100,0.2,40,1,100,60,40,1,20,20,2
scenario534,0,0,0.2,0,2,40,80,100,0,80,20,2
scenario535,1,80,0.2,20,3,100,60,100,1,0,0,0
scenario536,2,20,0.1,40,3,60,40,40,0,100,20,1
scenario537,0,60,1,100,1,80,0,60,1,40,80,2
scenario538,1,0,0.1,60,1,100,80,20,1,100,60,2
scenario539,2,80,0.2,60,1,20,40,20,1,80,0,1
scenario540,2,60,0.6,80,2,60,100,60,2,80,60,0
scenario541,2,60,1,80,1,0,20,80,1,100,80,1
scenario542,0,40,0.1,60,1,80,0,100,1,100,100,2
scenario543,1,40,0.8,80,3,60,100,80,1,60,60,0
scenario544,2,100,1,40,0,80,60,100,2,40,40,1
scenario545,0,0,0.6,40,3,0,20,40,0,40,40,1
scenario546,1,100,0.4,20,2,60,60,0,2,60,80,0
scenario547,2,100,0.6,60,3,0,40,40,0,80,80,1
scenario548,1,100,0.4,0,1,20,100,40,1,80,40,2
scenario549,0,100,0.8,60,2,20,20,100,0,100,100,2
scenario550,2,40,0.6,20,2,80,80,60,2,40,20,0
scenario551,1,60,0.1,40,2,100,60,0,2,0,80,0
scenario552,2,40,0.4,20,0,100,20,60,2,80,100,1
scenario553,1,60,0.4,80,3,80,80,40,1,20,80,0
scenario554,0,0,0.8,100,2,20,100,0,0,20,80,2
scenario555,2,80,0.1,20,1,80,80,100,1,20,60,1
scenario556,2,60,0.8,60,2,40,100,60,2,60,100,0
scenario557,0,100,0.6,80,2,60,80,20,0,60,80,2
scenario558,0,20,0.1,100,1,60,100,40,1,60,100,2
scenario559,2,40,0.2,100,3,20,100,20,0,20,40,1
scenario560,2,80,0.6,0,2,0,100,20,2,40,100,0
scenario561,0,60,0.8,60,3,0,40,80,0,80,80,1
scenario562,0,60,0.4,60,3,0,20,60,0,20,80,1
scenario563,1,60,0.1,0,1,60,0,20,1,80,20,2
scenario564,1,20,1,40,3,80,0,80,1,40,40,0
scenario565,1,60,0.2,80,2,0,60,100,2,100,40,0
scenario566,0,100,0.1,40,2,40,60,20,0,60,60,2
scenario567,2,80,1,100,3,40,100,100,0,60,60,1
scenario568,0,20,0.4,100,2,80,60,60,2,0,80,2
scenario569,0,80,0.2,20,2,100,40,80,2,20,40,2
scenario570,1,60,0.2,60,1,20,60,20,1,20,100,2
scenario571,2,60,0.4,80,0,60,20,60,2,40,80,1
scenario572,1,100,0.8,60,3,100,40,0,0,0,20,0
scenario573,0,100,1,60,2,20,80,40,2,60,60,2
scenario574,1,80,0.1,40,3,40,40,0,0,100,60,0
scenario575,1,40,1,60,3,0,80,0,1,20,40,0
scenario576,2,100,0.8,100,2,60,40,80,2,80,60,0
scenario577,1,80,0.6,40,3,20,80,80,0,80,80,0
scenario578,2,20,1,100,1,20,40,60,1,100,100,1
scenario579,0,20,0.8,60,2,80,0,60,0,80,40,2
scenario580,2,40,0.8,80,0,60,20,100,2,40,100,1
scenario581,2,20,1,40,3,0,60,60,0,40,20,1
scenario582,0,40,0.2,40,2,100,20,100,0,0,60,2
scenario583,0,0,0.6,40,2,40,100,40,2,0,40,2
scenario584,0,100,0.4,60,3,20,20,60,0,0,60,1
scenario585,2,100,0.8,20,2,100,0,80,2,80,20,0
scenario586,1,80,0.4,100,3,100,80,40,1,20,0,0
scenario587,0,60,0.6,80,3,20,100,100,0,60,0,1
scenario588,0,0,0.6,100,2,60,40,40,0,0,60,2
scenario589,1,60,1,20,2,60,20,100,2,100,0,0
scenario590,2,40,0.6,40,0,80,0,0,2,100,20,1
scenario591,0,0,0.8,40,2,80,0,20,0,100,0,2
scenario592,2,0,0.6,80,3,20,0,80,0,60,40,1
scenario593,2,80,0.2,60,2,40,0,100,2,80,60,0
scenario594,1,20,0.1,20,2,0,80,100,2,40,40,0
scenario595,0,60,0.6,80,3,0,60,80,0,100,40,1
scenario596,2,20,0.8,20,3,80,40,60,0,80,40,1
scenario597,0,80,0.4,40,3,20,40,40,0,100,80,1
scenario598,0,100,0.2,0,2,80,80,60,2,40,20,2
scenario599,1,40,0.4,60,3,20,100,80,1,0,0,0
scenario600,2,40,1,100,0,60,80,80,2,80,80,1
scenario601,0,60,0.6,40,2,0,80,0,2,60,100,2
scenario602,1,60,0.2,100,1,0,40,60,1,40,100,2
scenario603,1,80,1,0,3,20,20,100,0,60,60,0
scenario604,2,100,0.1,80,3,80,20,0,0,40,80,1
scenario605,2,0,0.4,0,1,40,0,0,1,0,60,1
scenario606,1,100,0.6,40,1,0,100,100,1,20,80,2
scenario607,2,100,0.4,80,2,20,20,0,2,20,0,0
scenario608,0,0,1,40,1,80,60,20,1,20,20,2
scenario609,2,40,0.8,40,3,40,20,100,0,40,60,1
scenario610,0,60,0.4,0,2,80,60,60,0,20,100,2
scenario611,1,20,0.6,60,3,20,60,20,0,80,0,0
scenario612,1,0,0.8,60,3,80,60,80,0,20,20,0
scenario613,1,20,0.1,60,2,60,100,80,2,0,40,0
scenario614,2,60,0.8,100,0,100,80,20,2,60,0,1
scenario615,0,0,0.2,100,2,40,100,20,2,80,40,2
scenario616,0,100,0.1,80,3,0,100,40,0,60,60,1
scenario617,1,0,1,0,3,100,0,40,1,0,20,0
scenario618,0,80,1,40,1,100,40,60,1,60,100,2
scenario619,2,20,0.4,40,3,100,40,60,0,60,80,1
scenario620,2,0,0.8,0,3,60,20,80,0,100,100,1
scenario621,0,0,0.2,100,2,80,40,100,0,80,0,2
scenario622,0,20,0.8,60,1,100,80,80,1,0,0,2
scenario623,2,40,0.4,60,2,60,20,20,2,0,20,0
scenario624,0,80,0.8,40,2,60,100,20,0,20,100,2
scenario625,0,80,0.4,100,2,40,40,20,2,80,60,2
scenario626,0,100,0.8,20,1,0,40,100,1,100,40,2
scenario627,0,60,1,80,1,60,0,0,1,40,100,2
scenario628,2,60,0.6,0,2,100,100,20,2,100,40,0
scenario629,2,60,0.2,20,0,80,60,40,2,80,100,1
scenario630,0,100,0.4,100,1,40,0,40,1,20,0,2
scenario631,0,60,0.4,60,2,80,40,0,2,20,80,2
scenario632,1,20,1,60,1,60,40,0,1,20,0,2
scenario633,1,40,0.1,0,3,40,60,0,1,80,40,0
scenario634,0,80,0.2,100,3,60,40,60,0,100,80,1
scenario635,1,40,0.6,80,2,80,60,100,2,60,20,0
scenario636,0,80,1,100,2,0,0,60,0,60,100,2
scenario637,1,40,0.6,100,3,40,80,0,0,0,100,0
scenario638,2,40,0.1,0,1,60,100,20,1,0,60,1
scenario639,2,60,1,40,2,0,20,60,2,0,20,0
scenario640,2,20,0.6,40,3,0,80,20,0,40,0,1
scenario641,1,40,0.2,20,2,20,100,80,2,40,0,0
scenario642,0,20,0.8,60,2,60,100,20,0,100,80,2
scenario643,2,20,1,40,0,0,100,20,2,40,60,1
scenario644,0,20,1,40,3,0,0,40,0,20,40,1
scenario645,0,60,0.4,80,1,20,0,60,1,20,80,2
scenario646,1,100,0.1,100,3,100,60,80,1,100,20,0
scenario647,0,20,0.8,60,1,60,40,0,1,100,80,2
scenario648,2,0,0.4,60,1,80,20,40,1,80,80,1
