Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
scenario452,0,60,0.6,0,3,40,100,80,0,0,80,1
scenario453,0,100,0.6,0,3,20,60,100,0,60,100,1
scenario454,1,20,0.2,80,3,40,60,60,1,100,100,0
scenario455,0,0,1,100,3,40,20,100,0,20,0,1
scenario456,2,0,0.6,40,1,20,80,80,1,0,40,1
scenario457,2,20,0.4,0,1,80,100,20,1,100,60,1
scenario458,0,100,0.1,20,2,100,100,80,2,60,0,2
scenario459,0,80,0.8,0,3,60,20,40,0,0,20,1
scenario460,1,80,0.4,20,2,80,100,100,2,60,60,0
scenario461,2,60,0.4,20,2,20,20,20,2,80,20,0
scenario462,0,0,0.2,80,3,40,80,60,0,0,80,1
scenario463,2,60,0.4,40,2,100,100,0,2,80,80,0
scenario464,0,60,0.1,100,2,20,100,100,2,0,40,2
scenario465,1,40,0.4,60,2,0,100,100,2,20,100,0
scenario466,0,80,0.6,80,3,20,0,20,0,0,60,1
scenario467,1,60,0.6,100,2,20,0,20,2,20,100,0
scenario468,1,100,0.8,40,1,100,20,40,1,100,20,2
scenario469,2,100,0.2,20,2,40,0,0,2,60,0,0
scenario470,2,60,0.4,60,3,0,100,100,0,80,40,1
scenario471,1,20,0.2,0,1,20,80,40,1,80,0,2
scenario472,2,100,1,0,2,0,20,20,2,40,60,0
scenario473,2,60,0.2,0,2,80,100,20,2,100,100,0
scenario474,1,0,0.4,60,2,80,100,20,2,80,60,0
scenario475,0,60,0.6,100,3,40,100,40,0,40,20,1
scenario476,1,40,1,60,1,20,60,0,1,80,40,2
scenario477,1,60,0.2,40,1,100,80,40,1,20,80,2
scenario478,2,20,0.4,80,0,20,100,60,2,80,40,1
scenario479,0,40,0.8,20,3,60,100,0,0,20,0,1
scenario480,0,40,1,40,1,40,60,20,1,40,60,2
scenario481,0,0,0.8,20,3,20,40,0,0,20,60,1
scenario482,2,80,0.6,20,2,60,80,0,2,80,80,0
scenario483,2,60,1,20,3,0,20,40,0,40,60,1
scenario484,0,80,0.1,100,3,100,100,60,0,80,100,1
scenario485,0,20,0.6,0,3,60,80,20,0,60,20,1
scenario486,0,60,0.6,40,2,20,0,40,0,40,0,2
scenario487,1,40,0.2,0,1,20,20,80,1,100,40,2
scenario488,0,100,1,100,3,20,20,40,0,40,0,1
scenario489,1,20,0.1,80,1,60,40,100,1,100,60,2
scenario490,0,20,0.1,0,2,100,0,40,0,100,20,2
scenario491,0,80,0.6,60,3,100,0,0,0,100,60,1
scenario492,0,20,1,20,3,20,0,100,0,80,0,1
scenario493,0,20,0.2,20,3,40,60,0,0,40,60,1
scenario494,0,80,0.4,100,1,40,0,20,1,0,0,2
scenario495,1,20,1,60,3,100,100,0,0,100,60,0
scenario496,1,20,1,100,3,20,20,60,1,20,0,0
scenario497,1,80,0.6,100,3,80,60,0,1,80,20,0
scenario498,1,20,0.8,0,3,80,100,40,1,80,100,0
scenario499,1,80,0.6,0,1,60,60,0,1,0,100,2
scenario500,1,100,0.1,60,3,80,80,100,0,40,0,0
scenario501,0,40,0.2,40,3,0,40,60,0,20,100,1
scenario502,0,100,1,80,3,0,60,0,0,60,80,1
scenario503,0,100,0.2,60,1,80,0,60,1,80,80,2
scenario504,1,60,0.8,80,2,80,100,60,2,100,60,0
scenario505,0,40,0.4,60,1,40,20,80,1,100,20,2
scenario506,0,80,1,60,1,40,40,80,1,60,40,2
scenario507,1,20,1,60,1,0,60,80,1,60,80,2
scenario508,2,80,0.6,0,3,20,20,20,0,80,40,1
scenario509,0,60,0.6,0,3,100,0,0,0,20,20,1
scenario510,1,60,0.2,60,1,60,80,20,1,60,40,2
scenario511,2,60,0.2,40,2,0,80,60,2,40,0,0
scenario512,0,20,0.8,80,3,20,100,100,0,100,40,1
scenario513,1,100,0.2,80,1,80,20,20,1,40,40,2
scenario514,1,40,0.6,100,3,80,100,60,0,80,100,0
scenario515,1,40,0.2,0,1,0,60,40,1,0,80,2
scenario516,1,100,0.1,20,2,80,100,0,2,20,40,0
scenario517,0,60,0.8,40,3,0,80,80,0,80,20,1
scenario518,1,100,0.1,40,1,20,0,0,1,80,40,2
scenario519,2,40,0.2,40,2,100,80,0,2,0,100,0
scenario520,0,0,0.4,100,1,20,80,20,1,100,40,2
scenario521,0,80,0.2,0,2,40,80,100,2,20,100,2
scenario522,1,20,0.4,20,3,60,100,80,0,0,20,0
scenario523,0,100,0.4,40,2,100,0,100,2,0,60,2
scenario524,0,40,0.2,20,1,80,100,40,1,40,60,2
scenario525,1,60,0.1,100,1,80,100,80,1,100,100,2
scenario526,2,40,0.1,60,3,80,60,0,0,40,100,1
scenario527,2,60,0.8,0,2,0,0,100,2,80,20,0
scenario528,0,80,0.2,80,3,40,80,60,0,0,60,1
scenario529,0,60,0.1,60,3,60,60,40,0,20,80,1
scenario530,1,60,0.2,40,1,0,40,100,1,0,40,2
scenario531,0,20,0.4,20,3,20,0,60,0,60,80,1
scenario532,2,80,0.6,80,2,0,0,0,2,40,80,0
scenario533,2,40,0.6,40,2,60,80,60,2,60,100,0
scenario534,2,80,0.6,80,1,100,40,100,1,40,80,1
scenario535,0,80,0.1,40,1,80,0,60,1,100,80,2
scenario536,2,80,0.6,80,2,60,0,100,2,60,80,0
scenario537,1,40,0.4,40,1,20,20,40,1,80,60,2
scenario538,0,60,1,20,2,20,100,40,2,40,20,2
scenario539,1,0,0.6,40,3,60,60,80,0,60,0,0
scenario540,0,80,0.2,40,3,40,80,20,0,80,60,1
scenario541,0,100,0.1,60,3,100,100,0,0,40,0,1
scenario542,0,20,1,80,3,100,60,80,0,100,20,1
scenario543,0,40,0.4,20,2,20,40,60,2,40,20,2
scenario544,0,100,0.2,20,3,80,60,100,0,80,40,1
scenario545,1,20,0.4,60,3,60,0,100,0,80,60,0
scenario546,0,40,0.4,80,2,60,20,20,2,20,80,2
scenario547,1,100,0.8,40,1,20,80,20,1,80,100,2
scenario548,2,40,0.4,0,2,80,60,100,2,80,40,0
scenario549,1,20,0.8,20,3,80,40,20,1,20,0,0
scenario550,2,80,0.6,20,2,60,60,80,2,20,40,0
scenario551,1,100,0.8,60,1,0,20,20,1,40,40,2
scenario552,2,0,0.1,40,3,0,20,100,0,0,0,1
scenario553,0,100,1,60,3,100,80,0,0,80,20,1
scenario554,0,0,0.6,60,3,100,20,20,0,0,60,1
scenario555,0,100,0.8,60,1,60,100,80,1,0,20,2
scenario556,2,60,0.1,20,1,40,0,0,1,60,80,1
scenario557,0,40,0.6,40,3,80,60,20,0,80,60,1
scenario558,0,0,0.4,80,1,40,20,80,1,60,40,2
scenario559,1,20,0.4,40,1,80,0,20,1,20,0,2
scenario560,2,100,1,80,1,100,60,60,1,80,20,1
scenario561,2,20,1,60,2,40,40,100,2,20,60,0
scenario562,0,80,0.1,100,3,60,60,80,0,100,60,1
scenario563,1,80,0.6,20,1,0,60,40,1,80,20,2
scenario564,0,60,1,40,2,0,20,0,0,20,60,2
scenario565,1,20,0.6,100,2,0,60,40,2,0,80,0
scenario566,2,80,0.4,20,2,40,40,40,2,100,60,0
scenario567,1,20,0.1,0,1,60,40,20,1,40,60,2
scenario568,1,40,0.8,60,1,40,80,80,1,20,80,2
scenario569,1,60,1,20,2,40,0,40,2,40,40,0
scenario570,0,60,0.1,20,3,100,0,40,0,0,20,1
scenario571,2,80,0.2,100,1,0,0,60,1,80,60,1
scenario572,0,60,0.8,0,3,40,20,100,0,100,100,1
scenario573,0,60,0.4,40,3,40,40,40,0,40,20,1
scenario574,1,20,1,0,1,60,0,20,1,0,20,2
scenario575,0,60,0.2,0,1,0,20,20,1,20,40,2
scenario576,2,80,0.2,80,2,100,0,100,2,80,100,0
scenario577,0,40,0.8,80,2,0,20,20,0,80,40,2
scenario578,1,0,0.2,80,1,60,80,40,1,20,20,2
scenario579,1,0,0.8,100,2,40,100,100,2,0,100,0
scenario580,1,80,0.8,80,1,40,100,20,1,20,20,2
scenario581,2,100,0.1,20,2,0,40,80,2,20,80,0
scenario582,1,80,0.4,100,3,80,20,40,0,100,20,0
scenario583,0,80,0.8,60,3,20,0,20,0,100,60,1
scenario584,2,20,0.8,20,0,20,40,100,2,60,20,1
scenario585,1,40,0.2,60,3,60,0,0,1,0,40,0
scenario586,0,60,0.2,20,3,100,0,100,0,0,80,1
scenario587,2,100,0.6,0,3,0,40,80,0,0,80,1
scenario588,0,40,0.4,0,3,80,20,0,0,40,40,1
scenario589,1,20,0.4,20,1,60,40,0,1,60,60,2
scenario590,0,60,0.4,20,1,100,80,60,1,60,80,2
scenario591,2,40,0.1,100,2,80,100,100,2,100,0,0
scenario592,1,80,0.4,20,2,20,80,60,2,20,100,0
scenario593,2,20,0.8,100,1,0,100,100,1,0,0,1
scenario594,2,0,0.6,20,3,80,0,100,0,0,0,1
scenario595,1,100,0.2,20,2,60,60,40,2,80,100,0
scenario596,2,100,0.1,20,1,60,40,20,1,60,100,1
scenario597,2,0,0.1,80,3,40,20,60,0,100,20,1
scenario598,1,100,0.1,60,1,40,100,0,1,60,100,2
scenario599,2,40,0.8,40,3,80,0,0,0,80,0,1
scenario600,2,100,0.2,20,2,80,0,100,2,20,100,0
scenario601,0,80,0.6,80,3,40,100,80,0,80,40,1
scenario602,1,0,0.1,100,1,40,40,60,1,20,100,2
scenario603,2,20,0.6,60,2,0,100,20,2,100,20,0
scenario604,2,100,0.2,60,2,0,0,80,2,80,60,0
scenario605,0,40,1,80,3,0,60,100,0,40,80,1
scenario606,0,0,1,40,1,40,0,40,1,0,100,2
scenario607,2,60,0.2,0,2,60,20,100,2,20,40,0
scenario608,2,0,0.1,40,3,100,40,20,0,60,0,1
scenario609,0,20,0.8,100,3,20,100,0,0,100,40,1
scenario610,0,20,1,100,1,100,100,40,1,20,60,2
scenario611,1,40,0.2,100,2,60,80,20,2,60,60,0
scenario612,0,60,1,40,3,60,60,20,0,100,100,1
scenario613,1,0,0.1,100,2,0,0,60,2,40,60,0
scenario614,2,100,0.6,0,1,20,0,20,1,60,20,1
scenario615,1,0,1,0,3,0,100,20,0,60,0,0
scenario616,2,20,0.1,80,2,0,40,100,2,20,40,0
scenario617,2,0,0.4,20,2,60,20,80,2,80,100,0
scenario618,0,80,0.6,100,3,20,20,0,0,60,40,1
scenario619,1,40,0.6,80,1,60,100,100,1,100,80,2
scenario620,2,60,0.8,100,2,80,0,80,2,0,20,0
scenario621,0,0,0.2,100,3,0,0,20,0,60,60,1
scenario622,0,20,0.2,40,2,80,40,80,0,0,60,2
scenario623,0,40,1,100,3,100,0,40,0,40,80,1
scenario624,0,80,0.1,20,2,40,20,0,0,0,100,2
scenario625,1,40,0.1,60,1,100,40,20,1,0,40,2
scenario626,1,0,0.4,40,2,20,0,80,2,20,20,0
scenario627,0,100,0.2,40,1,100,80,60,1,40,0,2
scenario628,1,60,0.8,100,1,20,0,20,1,0,40,2
scenario629,0,60,0.2,0,2,60,40,40,0,100,100,2
scenario630,0,0,1,80,2,0,40,80,0,80,40,2
scenario631,0,80,0.1,100,3,40,40,60,0,100,60,1
scenario632,1,20,0.1,60,2,80,60,60,2,20,0,0
scenario633,2,40,0.1,80,2,0,100,0,2,40,100,0
scenario634,0,80,1,80,1,20,60,100,1,40,40,2
scenario635,1,20,0.8,0,3,40,60,100,0,100,0,0
scenario636,2,20,1,40,1,40,40,20,1,80,20,1
scenario637,0,40,1,40,2,60,20,20,0,60,40,2
scenario638,1,20,0.1,80,1,20,0,20,1,80,100,2
scenario639,2,60,0.1,60,1,60,40,40,1,60,0,1
scenario640,2,20,0.2,40,3,0,40,40,0,0,80,1
scenario641,2,80,0.1,40,1,80,100,80,1,80,100,1
scenario642,1,100,0.1,100,2,60,20,20,2,60,80,0
scenario643,2,0,0.2,80,0,80,100,20,2,0,0,1
scenario644,2,100,0.6,60,0,80,100,60,2,100,40,1
scenario645,1,0,0.2,100,2,0,40,40,2,20,60,0
scenario646,0,100,0.4,100,1,0,80,80,1,100,0,2
scenario647,0,100,0.6,20,3,60,80,40,0,100,60,1
scenario648,1,80,0.4,100,3,80,80,20,1,20,20,0
