Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario448,20,100,20,60,40,0.6,0,100,1,2,0,2
scenario449,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario450,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario451,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario452,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario453,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario454,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario455,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario456,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario457,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario458,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario459,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario460,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario461,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario462,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario463,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario464,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario465,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario466,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario467,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario468,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario469,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario470,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario471,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario472,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario473,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario474,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario475,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario476,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario477,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario478,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario479,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario480,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario481,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario482,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario483,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario484,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario485,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario486,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario487,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario488,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario489,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario490,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario491,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario492,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario493,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario494,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario495,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario496,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario497,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario498,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario499,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario500,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario501,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario502,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario503,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario504,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario505,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario506,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario507,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario508,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario509,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario510,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario511,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario512,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario513,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario514,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario515,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario516,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario517,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario518,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario519,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario520,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario521,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario522,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario523,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario524,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario525,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario526,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario527,20,20,20,80,40,0.6,0,100,2,1,0,1
scenario528,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario529,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario530,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario531,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario532,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario533,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario534,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario535,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario536,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario537,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario538,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario539,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario540,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario541,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario542,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario543,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario544,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario545,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario546,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario547,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario548,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario549,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario550,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario551,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario552,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario553,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario554,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario555,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario556,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario557,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario558,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario559,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario560,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario561,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario562,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario563,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario564,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario565,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario566,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario567,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario568,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario569,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario570,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario571,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario572,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario573,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario574,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario575,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario576,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario577,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario578,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario579,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario580,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario581,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario582,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario583,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario584,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario585,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario586,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario587,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario588,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario589,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario590,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario591,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario592,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario593,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario594,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario595,20,60,0,100,40,0.6,0,100,0,2,1,2
scenario596,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario597,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario598,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario599,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario600,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario601,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario602,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario603,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario604,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario605,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario606,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario607,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario608,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario609,20,80,20,80,40,0.6,0,100,1,2,2,0
scenario610,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario611,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario612,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario613,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario614,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario615,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario616,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario617,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario618,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario619,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario620,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario621,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario622,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario623,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario624,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario625,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario626,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario627,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario628,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario629,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario630,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario631,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario632,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario633,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario634,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario635,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario636,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario637,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario638,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario639,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario640,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario641,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario642,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario643,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario644,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario645,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario646,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario647,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario648,20,40,0,0,0,0.8,0,100,2,0,1,0
