Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario448,80,100,60,100,40,0.6,0,100,1,2,0,1
scenario449,40,20,80,0,100,0.1,40,60,2,1,0,1
scenario450,0,20,0,0,0,0.4,0,100,2,0,1,0
scenario451,20,20,80,80,40,0.6,40,60,0,2,1,2
scenario452,20,100,0,40,100,0.6,0,100,2,0,0,1
scenario453,40,80,40,0,0,0.4,20,80,1,0,2,0
scenario454,20,60,20,80,100,0.1,0,100,1,2,0,2
scenario455,20,40,20,40,80,0.8,100,0,0,1,2,0
scenario456,20,80,100,0,60,0.6,60,40,1,2,2,0
scenario457,80,80,20,0,100,0.2,100,0,0,1,1,2
scenario458,40,20,20,100,40,0.1,0,100,0,1,2,1
scenario459,20,20,60,100,40,0.6,100,0,2,0,1,2
scenario460,60,20,0,100,100,0.8,80,20,1,2,0,1
scenario461,60,20,60,40,40,0.6,100,0,2,1,0,1
scenario462,20,20,20,20,60,0.1,60,40,2,0,1,0
scenario463,60,60,0,0,100,0.8,40,60,0,2,1,2
scenario464,40,80,0,0,100,0.1,20,80,2,0,0,1
scenario465,0,60,0,60,40,0.6,80,20,1,0,2,0
scenario466,40,80,40,0,80,0.2,100,0,1,2,0,2
scenario467,20,80,0,100,100,0.6,80,20,0,1,2,0
scenario468,60,60,20,20,100,0.8,0,100,1,2,2,0
scenario469,60,40,20,40,60,0.8,100,0,0,1,1,2
scenario470,60,40,60,100,60,0.6,60,40,0,1,2,1
scenario471,40,40,20,80,80,0.6,40,60,2,0,1,2
scenario472,20,20,0,0,100,0.1,100,0,1,2,0,1
scenario473,20,60,20,0,100,0.6,0,100,2,1,0,1
scenario474,20,20,40,20,0,0.8,100,0,2,0,1,0
scenario475,20,80,60,20,60,0.4,60,40,0,2,1,2
scenario476,40,40,0,0,0,0.4,20,80,2,0,0,1
scenario477,20,40,100,0,40,0,100,0,1,0,2,0
scenario478,80,20,0,0,80,0.2,20,80,1,2,0,2
scenario479,40,80,60,40,40,0.6,20,80,0,1,2,0
scenario480,60,80,0,100,60,0.6,0,80,1,2,2,0
scenario481,60,80,40,80,40,0.6,20,40,0,1,1,2
scenario482,60,20,40,100,0,0.6,0,100,0,1,2,1
scenario483,60,60,60,80,40,0.6,40,60,2,0,1,2
scenario484,40,100,0,20,0,0.8,40,60,1,2,0,1
scenario485,40,20,40,60,60,0.6,40,60,2,1,0,1
scenario486,0,60,0,0,80,0.6,80,20,2,0,1,0
scenario487,20,100,20,0,40,0.8,40,60,0,2,1,2
scenario488,80,40,0,20,100,0.1,80,20,2,0,0,1
scenario489,80,60,40,0,100,0.4,40,60,1,0,2,0
scenario490,60,60,0,0,100,0.8,80,20,1,2,0,2
scenario491,20,100,60,60,0,0.6,20,80,0,1,2,0
scenario492,40,80,0,40,40,0.1,0,100,1,2,2,0
scenario493,40,80,20,20,40,0.8,20,60,0,1,1,2
scenario494,40,60,40,0,40,0.8,20,80,0,1,2,1
scenario495,20,60,40,100,0,0.6,60,40,2,0,1,2
scenario496,60,20,0,40,60,0.6,80,20,1,2,0,1
scenario497,40,20,0,60,40,0.6,60,60,2,1,0,1
scenario498,20,80,0,100,40,0.6,100,0,2,0,1,0
scenario499,80,100,20,100,40,0.6,40,60,0,2,1,2
scenario500,20,20,40,100,40,0.1,20,80,2,0,0,1
scenario501,80,20,100,0,0,0.8,0,100,1,0,2,0
scenario502,60,40,20,20,100,0.1,40,60,1,2,0,2
scenario503,40,40,20,60,20,0.2,40,60,0,1,2,0
scenario504,20,40,40,80,100,0.1,100,0,1,2,2,0
scenario505,40,40,20,0,60,0.4,40,60,0,1,1,2
scenario506,60,80,20,0,40,0.6,0,100,0,1,2,1
scenario507,0,40,0,0,40,0.8,0,100,2,0,1,2
scenario508,60,20,40,40,0,0.8,0,100,1,2,0,1
scenario509,60,20,40,0,80,0.2,20,80,2,1,0,1
scenario510,80,40,0,40,0,0.6,40,60,2,0,1,0
scenario511,80,80,0,20,20,0.8,80,20,0,2,1,2
scenario512,80,80,0,20,60,0.6,0,100,2,0,0,1
scenario513,0,80,20,0,0,0.8,20,80,1,0,2,0
scenario514,20,60,60,40,60,0.6,100,0,1,2,0,2
scenario515,60,60,80,60,40,0.6,100,0,0,1,2,0
scenario516,40,80,100,0,80,0.4,20,80,1,2,2,0
scenario517,40,100,40,80,40,0.6,20,80,0,1,1,2
scenario518,40,100,40,0,100,0.6,40,60,0,1,2,1
scenario519,0,40,0,0,80,0.4,60,40,2,0,1,2
scenario520,80,40,20,20,20,0.8,0,100,1,2,0,1
scenario521,60,100,40,60,40,0.6,60,40,2,1,0,1
scenario522,20,40,100,20,20,0.8,60,40,2,0,1,0
scenario523,60,60,80,0,0,0.8,60,40,0,2,1,2
scenario524,60,60,20,100,40,0.1,40,60,2,0,0,1
scenario525,20,40,60,0,80,0.6,40,60,1,0,2,0
scenario526,20,80,20,20,60,0.1,60,40,1,2,0,2
scenario527,80,100,60,100,40,0.6,40,60,0,1,2,0
scenario528,40,100,20,0,80,0.2,0,100,1,2,2,0
scenario529,0,100,0,0,80,0.4,40,60,0,1,1,2
scenario530,20,60,60,40,100,0.6,100,0,0,1,2,1
scenario531,40,40,80,60,40,0.6,60,40,2,0,1,2
scenario532,40,20,0,100,40,0.6,20,80,1,2,0,1
scenario533,20,80,0,0,80,0.2,40,100,2,1,0,1
scenario534,80,40,60,60,40,0.6,20,80,2,0,1,0
scenario535,60,20,20,80,40,0.6,100,0,0,2,1,2
scenario536,60,100,40,0,0,0.4,60,40,2,0,0,1
scenario537,60,60,60,0,80,0.4,0,100,1,0,2,0
scenario538,20,20,20,0,0,0.8,20,0,1,2,0,2
scenario539,40,60,80,60,40,0.6,20,80,0,1,2,0
scenario540,60,20,40,100,100,0.6,100,0,1,2,2,0
scenario541,40,100,60,100,40,0.4,80,20,0,1,1,2
scenario542,40,80,100,100,60,0.6,60,40,0,1,2,1
scenario543,60,40,0,40,40,0.6,20,80,2,0,1,2
scenario544,60,100,20,100,40,0.2,20,80,1,2,0,1
scenario545,40,80,0,40,60,0.6,40,60,2,1,0,1
scenario546,60,60,100,100,0,0.6,40,60,2,0,1,0
scenario547,60,60,20,0,0,0.8,100,0,0,2,1,2
scenario548,60,100,0,100,40,0.6,100,0,2,0,0,1
scenario549,60,80,0,0,80,0.4,60,40,1,0,2,0
scenario550,20,60,20,0,100,0.1,60,40,1,2,0,2
scenario551,80,80,0,0,0,0.8,60,40,0,1,2,0
scenario552,80,100,100,40,40,0.8,100,0,1,2,2,0
scenario553,60,80,20,40,60,0.8,100,0,0,1,1,2
scenario554,60,40,60,0,0,0.8,20,80,0,1,2,1
scenario555,60,80,0,80,100,0.1,0,100,2,0,1,2
scenario556,60,80,20,0,60,0.8,100,0,1,2,0,1
scenario557,0,40,0,0,0,0.8,20,80,2,1,0,1
scenario558,80,60,40,60,40,0.6,0,100,2,0,1,0
scenario559,80,40,0,0,100,0.6,100,0,0,2,1,2
scenario560,60,60,0,0,80,0.4,80,80,2,0,0,1
scenario561,80,20,40,60,100,0.6,40,60,1,0,2,0
scenario562,20,40,0,20,100,0.4,0,100,1,2,0,2
scenario563,40,60,0,40,0,0.8,20,80,0,1,2,0
scenario564,20,40,100,0,0,0.8,80,20,1,2,2,0
scenario565,60,40,40,20,60,0.4,20,80,0,1,1,2
scenario566,60,60,60,40,40,0.6,40,60,0,1,2,1
scenario567,20,100,0,0,20,0.8,20,80,2,0,1,2
scenario568,0,80,100,0,100,0.2,100,0,1,2,0,1
scenario569,0,20,100,20,60,0.8,60,40,2,1,0,1
scenario570,20,60,0,0,80,0.2,40,40,2,0,1,0
scenario571,60,20,0,20,60,0.2,60,40,0,2,1,2
scenario572,20,80,40,0,80,0.6,20,80,2,0,0,1
scenario573,20,20,20,40,40,0.1,0,100,1,0,2,0
scenario574,40,80,40,40,0,0.6,20,80,1,2,0,2
scenario575,20,20,20,40,60,0.4,40,60,0,1,2,0
scenario576,40,80,40,20,40,0.8,0,100,1,2,2,0
scenario577,60,60,80,0,100,0.2,100,0,0,1,1,2
scenario578,80,60,20,60,40,0.6,40,60,0,1,2,1
scenario579,0,100,0,20,0,0.8,0,100,2,0,1,2
scenario580,40,80,40,60,40,0.6,100,60,1,2,0,1
scenario581,20,20,100,60,40,0.6,80,20,2,1,0,1
scenario582,60,20,0,0,20,0.8,20,80,2,0,1,0
scenario583,20,20,0,0,100,0.6,20,80,0,2,1,2
scenario584,40,100,0,0,100,0.4,100,0,2,0,0,1
scenario585,40,100,80,0,80,0.4,60,40,1,0,2,0
scenario586,20,20,0,40,40,0.8,0,60,1,2,0,2
scenario587,20,20,60,0,0,0.8,0,100,0,1,2,0
scenario588,40,100,20,60,60,0.6,100,0,1,2,2,0
scenario589,20,20,20,20,60,0.4,20,80,0,1,1,2
scenario590,80,20,40,100,0,0.6,40,60,0,1,2,1
scenario591,20,20,0,20,20,0.8,60,40,2,0,1,2
scenario592,40,60,80,0,100,0.2,0,100,1,2,0,1
scenario593,20,40,20,20,20,0.8,40,60,2,1,0,1
scenario594,20,80,0,0,0,0.8,80,100,2,0,1,0
scenario595,60,80,40,60,80,0.2,100,0,0,2,1,2
scenario596,0,100,0,0,100,0.2,20,80,2,0,0,1
scenario597,60,80,20,80,60,0.4,40,60,1,0,2,0
scenario598,40,20,0,40,0,0.1,0,100,1,2,0,2
scenario599,40,60,20,40,60,0.8,20,80,0,1,2,0
scenario600,20,40,20,60,100,0,20,80,1,2,2,0
scenario601,20,60,60,100,100,0.4,100,0,0,1,1,2
scenario602,60,60,0,0,40,0.8,20,80,0,1,2,1
scenario603,20,80,20,20,80,0.2,40,60,2,0,1,2
scenario604,20,80,0,20,40,0.8,80,100,1,2,0,1
scenario605,80,80,40,100,60,0.2,0,100,2,1,0,1
scenario606,20,20,60,0,100,0.1,0,100,2,0,1,0
scenario607,20,80,100,0,100,0.2,40,60,0,2,1,2
scenario608,20,100,60,80,40,0.6,100,100,2,0,0,1
scenario609,80,20,80,0,80,0.4,40,60,1,0,2,0
scenario610,20,100,60,0,60,0.4,20,80,1,2,0,2
scenario611,60,40,80,20,80,0.4,40,60,0,1,2,0
scenario612,80,20,0,20,100,0.2,40,60,1,2,2,0
scenario613,80,40,80,0,0,0.8,40,60,0,1,1,2
scenario614,40,40,80,20,60,0.8,60,40,0,1,2,1
scenario615,20,80,20,80,60,0.6,40,60,2,0,1,2
scenario616,20,40,0,80,60,0.6,40,60,1,2,0,1
scenario617,0,20,0,60,0,0.6,0,100,2,1,0,1
scenario618,60,100,20,40,60,0.8,40,60,2,0,1,0
scenario619,40,20,20,80,100,0.1,0,100,0,2,1,2
scenario620,40,60,0,80,60,0.6,0,100,2,0,0,1
scenario621,0,100,0,20,60,0.2,0,100,1,0,2,0
scenario622,80,20,40,20,0,0.8,20,80,1,2,0,2
scenario623,40,40,40,100,40,0.4,40,60,0,1,2,0
scenario624,60,60,20,0,60,0.8,100,40,1,2,2,0
scenario625,80,100,0,0,100,0.6,20,80,0,1,1,2
scenario626,20,80,40,0,60,0.4,0,100,0,1,2,1
scenario627,60,40,40,60,80,0,100,0,2,0,1,2
scenario628,20,40,100,100,60,0.6,0,100,1,2,0,1
scenario629,20,100,40,0,80,0.8,40,0,2,1,0,1
scenario630,40,80,40,80,0,0.6,20,80,2,0,1,0
scenario631,60,80,100,100,40,0.6,0,100,0,2,1,2
scenario632,40,100,20,0,40,0,20,80,2,0,0,1
scenario633,20,40,20,0,60,0.8,60,0,1,0,2,0
scenario634,60,40,20,0,60,0.6,60,20,1,2,0,2
scenario635,40,60,20,100,40,0.4,20,80,0,1,2,0
scenario636,20,20,0,0,100,0.4,80,80,1,2,2,0
scenario637,20,60,40,20,20,0.8,60,40,0,1,1,2
scenario638,60,40,60,0,80,0.2,60,40,0,1,2,1
scenario639,20,80,0,0,20,0.6,0,100,2,0,1,2
scenario640,60,100,20,80,0,0.6,40,60,1,2,0,1
scenario641,20,100,0,0,80,0.4,100,60,2,1,0,1
scenario642,20,40,100,20,0,0.8,20,80,2,0,1,0
scenario643,40,80,60,0,20,0.8,40,60,0,2,1,2
scenario644,60,20,100,100,60,0.6,0,100,2,0,0,1
scenario645,0,40,100,0,100,0.1,60,40,1,0,2,0
scenario646,80,40,20,100,40,0.6,20,80,1,2,0,2
scenario647,0,40,40,0,80,0.4,100,0,0,1,2,0
scenario648,20,100,20,100,100,0.1,20,80,1,2,2,0
