Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario415,-90,60,60,20,80,80,0.6,0,100,1,2,0,2
scenario416,-30,60,20,0,20,40,0.2,0,100,2,0,0,1
scenario417,-30,20,20,20,40,40,0.8,20,80,2,0,1,2
scenario418,0,0,40,0,0,0,0.8,20,80,1,2,0,1
scenario419,-30,0,100,0,100,40,0.6,0,100,0,1,2,1
scenario420,0,40,40,100,60,40,0.6,100,0,1,0,2,0
scenario421,90,40,80,40,100,100,0.4,20,80,0,1,1,2
scenario422,30,20,100,0,100,0,0.6,0,100,0,1,2,0
scenario423,0,20,100,40,60,60,0.6,40,60,2,0,1,0
scenario424,90,60,20,100,100,40,0.6,40,60,0,2,1,2
scenario425,60,0,100,0,100,40,0.6,80,20,2,1,0,1
scenario426,30,0,100,0,40,40,0.8,80,20,1,2,2,0
scenario427,-30,60,20,40,80,60,0.6,100,0,1,2,0,2
scenario428,-90,40,20,20,0,80,0.4,20,20,2,0,0,1
scenario429,0,0,20,0,0,100,0.6,0,100,2,0,1,2
scenario430,0,20,40,20,80,40,0.6,60,40,1,2,0,1
scenario431,-90,20,20,20,60,40,0.6,100,0,0,1,2,1
scenario432,30,60,20,20,80,0,0.6,20,80,1,0,2,0
scenario433,60,40,40,20,40,60,0.6,100,0,0,1,1,2
scenario434,90,40,100,0,0,100,0.6,80,20,0,1,2,0
scenario435,90,20,80,20,100,40,0.4,40,60,2,0,1,0
scenario436,-60,20,40,20,40,0,0.6,20,80,0,2,1,2
scenario437,-90,80,60,0,40,40,0.6,0,100,2,1,0,1
scenario438,-30,60,40,0,40,40,0.8,100,0,1,2,2,0
scenario439,90,60,20,20,100,0,0.6,100,0,1,2,0,2
scenario440,-90,60,60,0,60,100,0.6,40,60,2,0,0,1
scenario441,-30,60,20,20,0,100,0.2,100,0,2,0,1,2
scenario442,-60,20,100,60,0,80,0.4,0,100,1,2,0,1
scenario443,-30,20,100,20,20,100,0.8,20,80,0,1,2,1
scenario444,-90,0,20,0,0,0,0.4,0,100,1,0,2,0
scenario445,90,20,20,40,40,40,0.8,20,80,0,1,1,2
scenario446,-90,40,20,100,0,80,0.2,20,80,0,1,2,0
scenario447,30,60,40,40,80,40,0.6,60,40,2,0,1,0
scenario448,-90,60,100,20,40,60,0.8,100,0,0,2,1,2
scenario449,-90,80,20,20,100,40,0.6,0,100,2,1,0,1
scenario450,60,20,20,0,0,60,0.8,80,20,1,2,2,0
scenario451,-90,60,100,40,20,40,0.8,20,80,1,2,0,2
scenario452,-60,20,100,40,0,80,0.4,40,60,2,0,0,1
scenario453,-60,60,80,40,0,40,0,0,100,2,0,1,2
scenario454,90,80,40,0,100,40,0.6,80,20,1,2,0,1
scenario455,0,20,60,0,0,100,0.2,20,80,0,1,2,1
scenario456,-30,20,40,40,0,0,0.8,100,0,1,0,2,0
scenario457,-60,60,20,80,0,0,0.8,40,60,0,1,1,2
scenario458,60,80,100,0,0,0,0.8,40,60,0,1,2,0
scenario459,60,20,80,0,60,40,0.6,20,80,2,0,1,0
scenario460,30,60,100,40,80,60,0.6,100,0,0,2,1,2
scenario461,30,20,100,0,100,60,0.6,20,80,2,1,0,1
scenario462,30,80,40,40,80,40,0.6,100,0,1,2,2,0
scenario463,-30,20,40,100,0,80,0.4,80,20,1,2,0,2
scenario464,90,60,60,0,40,0,0.6,40,60,2,0,0,1
scenario465,-60,60,60,20,80,40,0.6,20,80,2,0,1,2
scenario466,0,20,20,80,20,40,0.8,20,80,1,2,0,1
scenario467,-30,40,100,0,100,100,0.6,80,20,0,1,2,1
scenario468,-60,60,80,60,0,80,0.8,20,80,1,0,2,0
scenario469,90,60,80,60,100,40,0.6,40,60,0,1,1,2
scenario470,-90,40,20,40,20,40,0.8,0,100,0,1,2,0
scenario471,-90,60,60,80,60,40,0.6,100,0,2,0,1,0
scenario472,90,60,60,20,20,40,0.8,100,0,0,2,1,2
scenario473,30,20,60,20,80,60,0.6,40,60,2,1,0,1
scenario474,-60,40,20,20,60,100,0.6,40,60,1,2,2,0
scenario475,30,20,80,0,0,60,0.4,0,100,1,2,0,2
scenario476,-90,40,60,60,100,60,0.6,0,100,2,0,0,1
scenario477,60,20,100,40,40,60,0.4,100,0,2,0,1,2
scenario478,60,20,60,40,80,0,0.6,20,80,1,2,0,1
scenario479,0,80,40,0,80,40,0.6,0,100,0,1,2,1
scenario480,-90,20,60,40,0,60,0.1,40,60,1,0,2,0
scenario481,-30,60,80,40,100,80,0.6,40,60,0,1,1,2
scenario482,0,60,100,40,100,0,0.6,20,80,0,1,2,0
scenario483,30,40,60,40,20,40,0.8,20,80,2,0,1,0
scenario484,90,20,20,0,80,40,0.6,40,60,0,2,1,2
scenario485,-90,20,100,60,0,0,0.4,40,60,2,1,0,1
scenario486,-60,20,40,40,80,40,0.6,20,80,1,2,2,0
scenario487,30,80,60,0,0,0,0.4,0,100,1,2,0,2
scenario488,-60,20,100,0,20,40,0.8,100,0,2,0,0,1
scenario489,90,60,80,40,60,40,0.6,0,100,2,0,1,2
scenario490,0,60,60,20,80,40,0.6,40,60,1,2,0,1
scenario491,90,20,60,100,0,100,0.2,40,60,0,1,2,1
scenario492,-30,20,60,20,20,0,0.4,40,60,1,0,2,0
scenario493,0,0,20,0,60,40,0.6,0,100,0,1,1,2
scenario494,30,20,80,60,80,40,0.6,60,40,0,1,2,0
scenario495,-60,60,60,0,0,60,0.4,80,20,2,0,1,0
scenario496,60,60,20,20,0,60,0.8,20,80,0,2,1,2
scenario497,60,20,60,0,20,100,0.2,0,100,2,1,0,1
scenario498,-60,40,20,60,100,40,0.4,40,60,1,2,2,0
scenario499,0,20,80,40,0,100,0.2,100,0,1,2,0,2
scenario500,0,60,20,20,20,60,0.6,40,60,2,0,0,1
scenario501,0,60,100,40,40,0,0.8,40,60,2,0,1,2
scenario502,90,20,60,20,20,40,0.8,20,80,1,2,0,1
scenario503,-90,60,60,40,20,40,0.8,40,60,0,1,2,1
scenario504,-30,20,80,0,0,60,0.8,40,60,1,0,2,0
scenario505,60,60,20,20,0,0,0.4,0,100,0,1,1,2
scenario506,-60,80,100,80,0,60,0.8,60,40,0,1,2,0
scenario507,-90,20,60,40,20,0,0.8,40,60,2,0,1,0
scenario508,-30,60,80,60,100,40,0.2,100,0,0,2,1,2
scenario509,30,20,80,20,40,0,0.8,40,60,2,1,0,1
scenario510,-90,60,100,0,40,100,0.6,0,100,1,2,2,0
scenario511,0,20,100,60,0,0,0.8,20,80,1,2,0,2
scenario512,-90,60,20,0,20,100,0.1,0,100,2,0,0,1
scenario513,60,20,60,60,0,0,0.8,0,100,2,0,1,2
scenario514,30,20,60,0,80,0,0.6,40,60,1,2,0,1
scenario515,-60,0,60,0,0,100,0.4,80,20,0,1,2,1
scenario516,90,60,60,60,0,80,0.4,100,0,1,0,2,0
scenario517,0,40,20,40,0,80,0.8,20,80,0,1,1,2
scenario518,60,20,100,0,40,80,0.8,0,100,0,1,2,0
scenario519,-30,20,60,40,80,60,0.6,100,0,2,0,1,0
scenario520,-90,60,20,0,60,40,0.6,40,60,0,2,1,2
scenario521,-90,20,80,60,0,40,0.8,100,0,2,1,0,1
scenario522,-30,40,100,0,20,0,0.8,0,100,1,2,2,0
scenario523,-60,80,20,20,0,80,0.4,0,100,1,2,0,2
scenario524,-30,80,80,0,0,0,0.4,0,100,2,0,0,1
scenario525,0,20,40,100,0,0,0.8,0,100,2,0,1,2
scenario526,-60,20,100,40,100,80,0.6,60,40,1,2,0,1
scenario527,-90,40,60,40,80,40,0.6,40,60,0,1,2,1
scenario528,0,60,80,60,100,60,0.6,60,40,1,0,2,0
scenario529,90,20,60,0,100,40,0.6,80,20,0,1,1,2
scenario530,60,20,20,20,100,60,0.6,0,100,0,1,2,0
scenario531,30,60,20,0,0,0,0.8,20,80,2,0,1,0
scenario532,60,80,40,40,0,100,0.6,20,80,0,2,1,2
scenario533,60,20,40,80,100,80,0.6,40,60,2,1,0,1
scenario534,90,40,60,100,0,40,0.8,40,60,1,2,2,0
scenario535,-60,20,40,0,0,100,0.1,20,80,1,2,0,2
scenario536,-30,60,20,0,80,80,0.6,0,100,2,0,0,1
scenario537,0,20,60,80,20,40,0.8,100,0,2,0,1,2
scenario538,0,80,20,20,40,40,0.6,0,100,1,2,0,1
scenario539,-30,20,40,20,0,80,0.8,100,0,0,1,2,1
scenario540,30,40,80,60,0,80,0.4,60,40,1,0,2,0
scenario541,-90,20,100,60,60,0,0.6,20,80,0,1,1,2
scenario542,90,20,80,0,100,0,0.6,0,100,0,1,2,0
scenario543,0,80,100,100,0,80,0.4,100,0,2,0,1,0
scenario544,0,40,100,60,0,40,0.8,100,0,0,2,1,2
scenario545,30,20,20,0,0,80,0.2,40,60,2,1,0,1
scenario546,-60,60,40,0,100,0,0.6,0,100,1,2,2,0
scenario547,60,20,60,60,0,80,0.4,0,100,1,2,0,2
scenario548,-90,80,80,0,0,80,0.4,40,60,2,0,0,1
scenario549,90,20,100,40,0,80,0.6,40,60,2,0,1,2
scenario550,90,40,40,100,100,40,0.6,0,100,1,2,0,1
scenario551,30,40,100,40,20,40,0.8,0,100,0,1,2,1
scenario552,90,60,60,20,100,0,0.6,40,60,1,0,2,0
scenario553,-90,60,100,60,80,0,0.6,40,60,0,1,1,2
scenario554,60,40,20,20,60,40,0.6,40,60,0,1,2,0
scenario555,-60,20,40,20,100,40,0.6,20,20,2,0,1,0
scenario556,60,60,20,0,100,40,0.4,0,100,0,2,1,2
scenario557,0,60,60,0,0,60,0.2,80,20,2,1,0,1
scenario558,-60,60,20,60,0,0,0.8,0,100,1,2,2,0
scenario559,30,20,20,0,0,100,0.4,100,0,1,2,0,2
scenario560,60,60,100,60,20,0,0.2,100,0,2,0,0,1
scenario561,90,20,40,100,0,0,0.8,80,20,2,0,1,2
scenario562,60,20,60,0,20,20,0.8,40,60,1,2,0,1
scenario563,60,60,60,0,40,40,0.8,40,60,0,1,2,1
scenario564,90,60,100,40,80,40,0.6,100,0,1,0,2,0
scenario565,30,40,100,0,60,60,0.6,80,20,0,1,1,2
scenario566,0,40,60,0,80,60,0.6,0,100,0,1,2,0
scenario567,30,40,80,60,0,0,0.8,40,60,2,0,1,0
scenario568,-90,40,100,0,20,100,0.4,80,20,0,2,1,2
scenario569,90,20,20,80,0,80,0.4,40,60,2,1,0,1
scenario570,-60,80,20,20,0,100,0.1,40,60,1,2,2,0
scenario571,-90,60,60,40,80,0,0.6,20,80,1,2,0,2
scenario572,-90,40,20,40,80,40,0.6,40,100,2,0,0,1
scenario573,60,80,80,40,20,40,0.8,40,60,2,0,1,2
scenario574,0,40,80,0,60,0,0.6,40,60,1,2,0,1
scenario575,0,20,60,60,20,60,0.8,40,60,0,1,2,1
scenario576,-60,40,60,0,0,0,0.4,80,20,1,0,2,0
scenario577,90,80,60,40,0,0,0.8,20,80,0,1,1,2
scenario578,-90,60,20,40,0,0,0.8,40,60,0,1,2,0
scenario579,-30,80,100,0,60,0,0.6,0,100,2,0,1,0
scenario580,90,40,60,40,60,100,0.6,40,60,0,2,1,2
scenario581,-90,20,100,0,20,40,0.8,80,60,2,1,0,1
scenario582,0,60,100,0,80,100,0.6,0,100,1,2,2,0
scenario583,0,0,20,60,100,60,0.6,0,100,1,2,0,2
scenario584,-30,40,20,40,100,0,0.6,100,0,2,0,0,1
scenario585,90,20,60,40,80,40,0.6,0,100,2,0,1,2
scenario586,90,40,100,20,0,0,0.8,20,20,1,2,0,1
scenario587,90,20,20,0,40,60,0.6,0,100,0,1,2,1
scenario588,-60,60,100,0,0,60,0.4,0,100,1,0,2,0
scenario589,90,80,100,20,0,100,0.2,40,60,0,1,1,2
scenario590,90,60,60,20,60,0,0.6,0,100,0,1,2,0
scenario591,0,80,100,0,20,40,0.8,80,20,2,0,1,0
scenario592,60,20,100,40,60,40,0.6,40,60,0,2,1,2
scenario593,-30,40,60,0,0,0,0.1,0,100,2,1,0,1
scenario594,-60,20,60,40,100,80,0.6,40,60,1,2,2,0
scenario595,-60,20,60,20,60,60,0.6,40,60,1,2,0,2
scenario596,90,60,20,40,60,0,0.6,40,60,2,0,0,1
scenario597,-60,60,60,0,100,100,0.6,80,20,2,0,1,2
scenario598,-90,20,20,0,40,0,0.8,40,60,1,2,0,1
scenario599,-60,40,60,20,60,40,0.6,100,0,0,1,2,1
scenario600,-90,20,40,80,0,80,0.4,80,20,1,0,2,0
scenario601,30,60,20,40,100,40,0.6,20,80,0,1,1,2
scenario602,60,40,100,0,80,60,0.6,40,60,0,1,2,0
scenario603,-90,20,60,20,80,60,0.6,100,0,2,0,1,0
scenario604,-90,60,60,40,40,0,0.8,0,100,0,2,1,2
scenario605,0,20,40,40,100,0,0.6,20,80,2,1,0,1
scenario606,30,40,40,0,0,100,0.8,0,100,1,2,2,0
scenario607,-30,60,100,80,0,60,0.1,40,60,1,2,0,2
scenario608,60,20,40,20,0,0,0.8,20,80,2,0,0,1
scenario609,-90,40,60,60,0,60,0.4,0,100,2,0,1,2
scenario610,90,80,60,40,0,80,0.4,60,40,1,2,0,1
scenario611,-90,20,60,0,100,0,0.6,40,60,0,1,2,1
scenario612,-60,60,100,40,40,0,0.8,0,100,1,0,2,0
scenario613,30,40,20,40,0,0,0.8,100,0,0,1,1,2
scenario614,-60,20,60,0,0,0,0.8,0,40,0,1,2,0
scenario615,-30,40,60,60,60,60,0.6,40,60,2,0,1,0
scenario616,-90,20,100,20,20,0,0.8,0,100,0,2,1,2
scenario617,60,20,100,20,0,100,0.2,20,80,2,1,0,1
scenario618,-90,20,20,60,100,40,0.6,100,0,1,2,2,0
scenario619,0,20,60,20,0,80,0.4,60,40,1,2,0,2
scenario620,90,20,80,0,80,60,0.6,0,100,2,0,0,1
scenario621,90,40,20,20,20,0,0.8,40,60,2,0,1,2
scenario622,90,80,20,40,100,100,0.1,40,60,1,2,0,1
scenario623,60,20,20,40,20,60,0.2,0,100,0,1,2,1
scenario624,-60,60,20,0,0,60,0.6,40,60,1,0,2,0
scenario625,-30,20,40,0,60,0,0.6,0,100,0,1,1,2
scenario626,-30,20,100,20,0,20,0.8,20,80,0,1,2,0
scenario627,30,60,40,80,20,40,0.8,20,80,2,0,1,0
scenario628,-90,20,60,0,40,80,0.1,0,100,0,2,1,2
scenario629,-90,60,100,60,100,60,0.6,100,0,2,1,0,1
scenario630,-90,0,80,0,60,40,0.6,80,20,1,2,2,0
scenario631,30,60,100,0,0,80,0.4,40,60,1,2,0,2
scenario632,-90,20,100,40,20,40,0.8,40,60,2,0,0,1
scenario633,90,60,20,40,0,80,0.4,20,80,2,0,1,2
scenario634,90,60,80,60,40,60,0.6,100,0,1,2,0,1
scenario635,90,20,20,60,0,80,0.4,100,0,0,1,2,1
scenario636,-90,60,40,20,40,60,0.6,20,80,1,0,2,0
scenario637,-60,20,100,40,20,0,0.8,100,0,0,1,1,2
scenario638,-30,20,80,0,60,100,0.6,0,100,0,1,2,0
scenario639,-90,20,40,20,40,40,0.6,60,40,2,0,1,0
scenario640,90,80,80,0,0,100,0.1,0,100,0,2,1,2
scenario641,-30,20,60,0,100,40,0.4,80,20,2,1,0,1
scenario642,90,40,100,80,0,80,0.4,60,40,1,2,2,0
scenario643,-30,60,100,0,20,100,0.8,80,20,1,2,0,2
scenario644,-30,40,100,20,80,40,0.6,20,80,2,0,0,1
scenario645,0,20,100,20,0,80,0.6,0,100,2,0,1,2
scenario646,-30,20,60,20,40,40,0.8,60,40,1,2,0,1
scenario647,90,20,100,0,0,40,0,0,100,0,1,2,1
scenario648,-60,20,60,80,0,80,0.2,100,0,1,0,2,0
